timestamp;tag;duration;package_0;core_0
1729803192.6622012;start;0.030779361724853516;802122.0;589598.0
1729803192.6942627;start;0.024985313415527344;741332.0;573668.0
1729803192.7207026;start;0.025880098342895508;724791.0;556639.0
1729803192.7478993;start;0.026192426681518555;717588.0;537291.0
1729803192.7753808;start;0.0265657901763916;779661.0;597167.0
1729803192.8030968;start;0.026947498321533203;741942.0;587828.0
1729803192.8315234;start;0.02678394317626953;676573.0;503416.0
1729803192.8595774;start;0.026656389236450195;709898.0;528258.0
1729803192.8874745;start;0.02690720558166504;693602.0;511168.0
1729803192.9156165;start;0.0269012451171875;699400.0;523376.0
1729803192.9437435;start;0.027064800262451172;685729.0;508604.0
1729803192.9721909;start;0.02744436264038086;750975.0;569518.0
1729803193.000701;start;0.027895450592041016;786925.0;588316.0
1729803193.0298424;start;0.027479171752929688;701841.0;519225.0
1729803193.0585847;start;0.02740025520324707;724303.0;539915.0
1729803193.087394;start;0.027489423751831055;674376.0;498412.0
1729803193.1160665;start;0.027240276336669922;725890.0;539244.0
1729803193.1446743;start;0.027387142181396484;696897.0;512816.0
1729803193.1732864;start;0.02762913703918457;759153.0;568053.0
1729803193.2023973;start;0.02733922004699707;758848.0;558470.0
1729803193.2309484;start;0.02742743492126465;724058.0;516539.0
1729803193.2599885;start;0.02739262580871582;712035.0;519225.0
1729803193.2886689;start;0.02750706672668457;731261.0;542540.0
1729803193.3175197;start;0.027522563934326172;756041.0;565428.0
1729803193.3463557;start;0.02737259864807129;717344.0;532042.0
1729803193.3752735;start;0.027380704879760742;714232.0;537719.0
1729803193.4038763;start;0.028038740158081055;785032.0;586912.0
1729803193.4332101;start;0.0282137393951416;799009.0;600218.0
1729803193.4626975;start;0.028382539749145508;788694.0;592040.0
1729803193.4923666;start;0.028936386108398438;772276.0;578978.0
1729803193.5225275;start;0.02898263931274414;806516.0;605406.0
1729803193.5529022;start;0.029979467391967773;799070.0;594237.0
1729803193.5841036;start;0.029681921005249023;805845.0;596984.0
1729803193.6151981;start;0.02805471420288086;732481.0;547606.0
1729803193.6685042;start;0.02785778045654297;792295.0;592650.0
1729803193.697696;start;0.02809906005859375;719602.0;552489.0
1729803193.7270956;start;0.027474403381347656;718992.0;516783.0
1729803193.7560008;start;0.02738475799560547;723509.0;535155.0
1729803193.7845054;start;0.02808856964111328;762022.0;567320.0
1729803193.8139877;start;0.026826143264770508;712522.0;534423.0
1729803193.8421023;start;0.026531219482421875;726073.0;539488.0
1729803193.8700306;start;0.009087085723876953;290099.0;216918.0
1729803193.8802228;start;0.0003097057342529297;0.0;0.0
1729803193.8814917;start;0.00430607795715332;161682.0;122985.0
1729803193.8911767;start;0.003034353256225586;124024.0;79650.0
1729803193.90155;start;0.0032281875610351562;118652.0;90515.0
1729803193.9112527;start;0.002740621566772461;66161.0;49133.0
1729803193.9213688;start;0.0031080245971679688;136169.0;104614.0
1729803193.9313354;start;0.0042057037353515625;76232.0;58471.0
1729803193.941724;start;0.002969026565551758;53649.0;33813.0
1729803193.9517236;start;0.0025734901428222656;52185.0;27222.0
1729803193.9614398;start;0.0020494461059570312;46569.0;31616.0
1729803193.9714942;start;0.0019261837005615234;20569.0;13549.0
1729803193.9815369;start;0.0019893646240234375;56336.0;41564.0
1729803193.9912646;start;0.0016465187072753906;45227.0;31128.0
1729803194.0015135;start;0.002005338668823242;23194.0;15259.0
1729803194.0113854;start;0.001996755599975586;24414.0;48278.0
1729803194.0213838;start;0.002010822296142578;50292.0;39184.0
1729803194.0313594;start;0.0019745826721191406;100525.0;78919.0
1729803194.0413094;start;0.001531362533569336;47669.0;37536.0
1729803194.0513303;start;0.0016851425170898438;50598.0;36071.0
1729803194.061454;start;0.0017747879028320312;49561.0;38879.0
1729803194.0712233;start;0.002002239227294922;30762.0;23559.0
1729803194.0812614;start;0.0017430782318115234;38391.0;27771.0
1729803194.091515;start;0.0021011829376220703;38208.0;24780.0
1729803194.1014266;start;0.0017392635345458984;38208.0;26794.0
1729803194.111298;start;0.002207517623901367;49561.0;36072.0
1729803194.1212895;start;0.001375436782836914;85022.0;67932.0
1729803194.1312807;start;0.001268625259399414;27344.0;18737.0
1729803194.1416159;start;0.001279592514038086;32959.0;24292.0
1729803194.1512196;start;0.0012755393981933594;68908.0;52796.0
1729803194.1614468;start;0.0015845298767089844;24902.0;47791.0
1729803194.1721382;start;0.0034770965576171875;58593.0;29480.0
1729803194.1822135;start;0.0015833377838134766;25878.0;19348.0
1729803194.1916614;start;0.0019752979278564453;47607.0;24048.0
1729803194.2013419;start;0.0024983882904052734;49744.0;41138.0
1729803194.2115893;start;0.003075838088989258;55969.0;28625.0
1729803194.2214615;start;0.0032546520233154297;69153.0;27283.0
1729803194.231224;start;0.0016863346099853516;48951.0;37292.0
1729803194.2412825;start;0.0015120506286621094;32898.0;25818.0
1729803194.2521522;start;0.0017902851104736328;52002.0;38452.0
1729803194.261259;start;0.001544952392578125;44129.0;34668.0
1729803194.2713563;start;0.0023326873779296875;67932.0;50476.0
1729803194.281222;start;0.0019102096557617188;49744.0;39978.0
1729803194.2912438;start;0.0019440650939941406;72571.0;56702.0
1729803194.3014238;start;0.0021953582763671875;39124.0;50842.0
1729803194.3112512;start;0.0019447803497314453;63903.0;49865.0
1729803194.3215048;start;0.0015475749969482422;33569.0;26551.0
1729803194.331402;start;0.0018422603607177734;45044.0;33386.0
1729803194.3414714;start;0.0013468265533447266;54626.0;43701.0
1729803194.3514605;start;0.0011179447174072266;49621.0;34241.0
1729803194.361419;start;0.0014543533325195312;34790.0;24963.0
1729803194.3714623;start;0.0015838146209716797;32288.0;18432.0
1729803194.3817906;start;0.003026247024536133;45043.0;18921.0
1729803194.3913746;start;0.0014448165893554688;33997.0;20385.0
1729803194.4013076;start;0.001157999038696289;43640.0;32532.0
1729803194.4114816;start;0.002191305160522461;121155.0;104004.0
1729803194.4214268;start;0.0013201236724853516;68664.0;58776.0
1729803194.4313614;start;0.0012402534484863281;75500.0;62622.0
1729803194.441254;start;0.0011477470397949219;61645.0;53040.0
1729803194.451432;start;0.001111745834350586;29724.0;22400.0
1729803194.4616919;start;0.00128936767578125;94788.0;76416.0
1729803194.471176;start;0.0009999275207519531;0.0;0.0
1729803194.4814136;start;0.001169443130493164;0.0;0.0
1729803194.491404;start;0.0013759136199951172;76599.0;59754.0
1729803194.5012953;start;0.0016417503356933594;53040.0;42480.0
1729803194.511529;start;0.0018725395202636719;49377.0;32776.0
1729803194.5213678;start;0.0021910667419433594;70739.0;51574.0
1729803194.5312932;start;0.0014710426330566406;71594.0;59875.0
1729803194.5417516;start;0.0021092891693115234;49072.0;27343.0
1729803194.5513604;start;0.001920938491821289;33874.0;14038.0
1729803194.5615206;start;0.002140522003173828;38207.0;25818.0
1729803194.5715458;start;0.002078533172607422;18737.0;10254.0
1729803194.581332;start;0.0017726421356201172;22034.0;15137.0
1729803194.5913785;start;0.001985788345336914;57739.0;38819.0
1729803194.6014225;start;0.003215312957763672;50842.0;28564.0
1729803194.6115463;start;0.0026633739471435547;25635.0;11414.0
1729803194.6216445;start;0.0018451213836669922;78857.0;55298.0
1729803194.6313236;start;0.002119779586791992;37536.0;25573.0
1729803194.6416686;start;0.0018038749694824219;27771.0;17761.0
1729803194.6515827;start;0.001687765121459961;45044.0;24963.0
1729803194.661521;start;0.001764535903930664;16968.0;17639.0
1729803194.671899;start;0.0019502639770507812;31921.0;11475.0
1729803194.6814506;start;0.0019731521606445312;40588.0;21911.0
1729803194.6913676;start;0.0013761520385742188;19775.0;10254.0
1729803194.7015193;start;0.0013701915740966797;16541.0;7263.0
1729803194.7113833;start;0.0014386177062988281;23071.0;11719.0
1729803194.7214413;start;0.0015101432800292969;28991.0;14709.0
1729803194.731788;start;0.0025565624237060547;44556.0;14466.0
1729803194.74206;start;0.0018451213836669922;22034.0;8789.0
1729803194.7517447;start;0.0018267631530761719;17883.0;6714.0
1729803194.761482;start;0.001420736312866211;16723.0;10009.0
1729803194.7716403;start;0.0017714500427246094;28808.0;14344.0
1729803194.7819276;start;0.0019092559814453125;16846.0;7934.0
1729803194.7913907;start;0.0015156269073486328;27893.0;6226.0
1729803194.8022943;start;0.003815174102783203;43029.0;17822.0
1729803194.811793;start;0.0022912025451660156;21606.0;8545.0
1729803194.8215113;start;0.001524209976196289;13062.0;6592.0
1729803194.8317633;start;0.0013573169708251953;31433.0;17761.0
1729803194.8415682;start;0.0011675357818603516;23499.0;14649.0
1729803194.8514578;start;0.0011320114135742188;23926.0;14344.0
1729803194.8614292;start;0.0010590553283691406;35461.0;24597.0
1729803194.8711343;start;0.00079345703125;28259.0;22827.0
1729803194.8813176;start;0.0011620521545410156;13916.0;9339.0
1729803194.8915262;start;0.0011010169982910156;22949.0;15930.0
1729803194.9011958;start;0.0008256435394287109;45837.0;36926.0
1729803194.9113884;start;0.0008711814880371094;66406.0;55542.0
1729803194.921301;start;0.0009336471557617188;23011.0;16906.0
1729803194.9312184;start;0.0008256435394287109;0.0;0.0
1729803194.9415421;start;0.0009572505950927734;46020.0;34179.0
1729803194.951285;start;0.0008625984191894531;30762.0;22156.0
1729803194.9613383;start;0.001024007797241211;34973.0;28199.0
1729803194.9714162;start;0.0012996196746826172;0.0;31189.0
1729803194.981263;start;0.0008473396301269531;0.0;0.0
1729803194.9915195;start;0.0008661746978759766;70129.0;56458.0
1729803195.0012138;start;0.0009362697601318359;33020.0;26428.0
1729803195.0114033;start;0.0010876655578613281;39062.0;24414.0
1729803195.0218782;start;0.0013644695281982422;20813.0;8728.0
1729803195.0322142;start;0.0014600753784179688;11048.0;5554.0
1729803195.0417864;start;0.0017964839935302734;26001.0;6348.0
1729803195.0521164;start;0.002004384994506836;28198.0;5920.0
1729803195.0616941;start;0.001322031021118164;15808.0;8057.0
1729803195.0716958;start;0.0012421607971191406;24231.0;10803.0
1729803195.0815115;start;0.0015592575073242188;15015.0;7996.0
1729803195.091435;start;0.0012640953063964844;24353.0;13672.0
1729803195.101595;start;0.0011777877807617188;16724.0;8179.0
1729803195.111344;start;0.0012500286102294922;15137.0;8362.0
