time,x,y,z,yaw,throttle,roll_rate,pitch_rate,yaw_rate,x_ref,y_ref,z_ref,yaw_ref,pred_time,nr_time,metadata
2.86102294921875e-06,-0.1557842195034027,-0.0908297747373581,-0.23907503485679626,-0.05425026887859528,-0.5324520362382293,0.051029021401780734,-0.056569689678033365,0.020343850829470534,0.0,0.0,-0.6,0.0,0.0022821426391601562,0.003947019577026367,Hardware
0.010598421096801758,-0.1557842195034027,-0.0908297747373581,-0.23907503485679626,-0.05425026887859528,-0.541362022205966,0.0854492569039271,-0.09450019144285046,0.03458454641010072,0.0,0.0,-0.6,0.0,0.0013871192932128906,0.002564668655395508,Nonlinear
0.02159857749938965,-0.1557842195034027,-0.0908297747373581,-0.23907503485679626,-0.05425026887859528,-0.548461509505053,0.10797760002607058,-0.11874787075291379,0.044553033316538086,0.0,0.0,-0.6,0.0,0.0020952224731445312,0.003707408905029297,1x Speed
0.0321352481842041,-0.1557961404323578,-0.09081614017486572,-0.23907212913036346,-0.05431956178174315,-0.5541317909047488,0.12191650219444644,-0.133745217745359,0.05155695898972334,0.0,0.0,-0.6,0.0,0.0014972686767578125,0.003296375274658203,0OrderHold
0.04156804084777832,-0.1557961404323578,-0.09081614017486572,-0.23907212913036346,-0.05431956178174315,-0.5586658861314792,0.13035647005147522,-0.14215905909723442,0.05645970696096362,0.0,0.0,-0.6,0.0,0.002069711685180664,0.0038394927978515625,QuatYawError
0.05369377136230469,-0.15584586560726166,-0.09081128984689713,-0.23907487094402313,-0.054272682035302215,-0.5623056437771694,0.1352501760895764,-0.1462241062161536,0.05987405063591241,0.0,0.0,-0.6,0.0,0.0016493797302246094,0.0034036636352539062,NoPyJoules
0.06278276443481445,-0.15584586560726166,-0.09081128984689713,-0.23907487094402313,-0.054272682035302215,-0.5652073225097246,0.13777887657690138,-0.1476382351917133,0.06226409120837463,0.0,0.0,-0.6,0.0,0.0015692710876464844,0.003149271011352539,0
0.07329678535461426,-0.15588203072547913,-0.09080319106578827,-0.23910798132419586,-0.05423369419055032,-0.5674598627030042,0.13855108369562222,-0.14865802118359836,0.06392249916731983,0.0,0.0,-0.6,0.0,0.0018961429595947266,0.0034761428833007812,0
0.08407092094421387,-0.15588203072547913,-0.09080319106578827,-0.23910798132419586,-0.05423369419055032,-0.5692503685793018,0.1385418822427074,-0.1484814613784428,0.0650833847385801,0.0,0.0,-0.6,0.0,0.0021448135375976562,0.004164695739746094,0
0.09490561485290527,-0.15595243871212006,-0.0908072292804718,-0.2391679883003235,-0.05397275520586593,-0.5706184405054207,0.13916753608973145,-0.14750842195942293,0.06579815251920569,0.0,0.0,-0.6,0.0,0.001111745834350586,0.002271413803100586,0
0.10475397109985352,-0.15597642958164215,-0.09083053469657898,-0.23922456800937653,-0.05385745821652646,-0.5716791443427409,0.140087221872631,-0.1461780254069876,0.06625525359464135,0.0,0.0,-0.6,0.0,0.0015096664428710938,0.0026502609252929688,0
0.1131436824798584,-0.15597642958164215,-0.09083053469657898,-0.23922456800937653,-0.05385745821652646,-0.5725195195991472,0.14046576538187372,-0.14485422562261016,0.06657522434744632,0.0,0.0,-0.6,0.0,0.0012879371643066406,0.0024094581604003906,0
0.12275457382202148,-0.1559285819530487,-0.09089167416095734,-0.2393505871295929,-0.05381505999479299,-0.5732143899118165,0.13929320258215666,-0.13977856108529368,0.0667833045412603,0.0,0.0,-0.6,0.0,0.0031211376190185547,0.00495600700378418,0
0.13426804542541504,-0.1559285819530487,-0.09089167416095734,-0.2393505871295929,-0.05381505999479299,-0.5737539516233191,0.13831621465940358,-0.13601581509481359,0.06692896067692956,0.0,0.0,-0.6,0.0,0.0014717578887939453,0.0026159286499023438,0
0.14806246757507324,-0.15577879548072815,-0.09097843617200851,-0.23944903910160065,-0.05390567475083593,-0.5741187198065673,0.14206291871904664,-0.12787608366051453,0.0670649005054145,0.0,0.0,-0.6,0.0,0.0019106864929199219,0.004914999008178711,0
0.1673874855041504,-0.15541128814220428,-0.09102099388837814,-0.23969903588294983,-0.05340295414889669,-0.5743581238193591,0.13805509161889368,-0.11991645808616665,0.06697153815962642,0.0,0.0,-0.6,0.0,0.0012934207916259766,0.004076242446899414,0
0.18064236640930176,-0.15541128814220428,-0.09102099388837814,-0.23969903588294983,-0.05340295414889669,-0.5745267201518531,0.1352347725785917,-0.11434644866633746,0.06690618451757475,0.0,0.0,-0.6,0.0,0.0018324851989746094,0.0048770904541015625,0
0.19746017456054688,-0.15467464923858643,-0.09104349464178085,-0.2402963787317276,-0.05159201969499283,-0.574413344006568,0.1344827034770406,-0.09965997927806448,0.06618133654792474,0.0,0.0,-0.6,0.0,0.0037512779235839844,0.0068206787109375,0
0.21232986450195312,-0.15467464923858643,-0.09104349464178085,-0.2402963787317276,-0.05159201969499283,-0.574293723194305,0.13397039186555526,-0.08960624408437329,0.0656739429691697,0.0,0.0,-0.6,0.0,0.0011661052703857422,0.0021123886108398438,0
0.2251734733581543,-0.1539667844772339,-0.09109862148761749,-0.24099761247634888,-0.049913984720375455,-0.5738882631477455,0.13358305422101063,-0.07015249820290079,0.06468950434855972,0.0,0.0,-0.6,0.0,0.0038912296295166016,0.006186485290527344,0
0.2424004077911377,-0.15308593213558197,-0.09115204960107803,-0.242070734500885,-0.04803233311488705,-0.5732044009253878,0.1300841574293216,-0.043703650859565964,0.06329477796207462,0.0,0.0,-0.6,0.0,0.002111673355102539,0.005924224853515625,0
0.2600846290588379,-0.1521061658859253,-0.09119447320699692,-0.24351492524147034,-0.04563821405472692,-0.572276345724153,0.12258040413060806,-0.013664334734448159,0.06142067484397508,0.0,0.0,-0.6,0.0,0.003098726272583008,0.004866123199462891,0
0.2734847068786621,-0.1521061658859253,-0.09119447320699692,-0.24351492524147034,-0.04563821405472692,-0.5714736810899114,0.11762309442028138,0.006589927139938102,0.060108802661306464,0.0,0.0,-0.6,0.0,0.002694368362426758,0.006344795227050781,0
0.2924370765686035,-0.15046872198581696,-0.09129910916090012,-0.2465832382440567,-0.0411789596712858,-0.5701635918732476,0.10690775948523473,0.03714360596332886,0.05751827173964704,0.0,0.0,-0.6,0.0,0.003719329833984375,0.005896329879760742,0
0.30544567108154297,-0.15046872198581696,-0.09129910916090012,-0.2465832382440567,-0.0411789596712858,-0.5690576058383424,0.09986651933832437,0.05757974231516882,0.05570490009448534,0.0,0.0,-0.6,0.0,0.0035898685455322266,0.005263090133666992,0
0.32138490676879883,-0.14857053756713867,-0.09145476669073105,-0.25074324011802673,-0.036000310047428846,-0.5675764652975722,0.08785519071183684,0.08950599195613546,0.05249354633392319,0.0,0.0,-0.6,0.0,0.0033905506134033203,0.0051975250244140625,0
0.3356969356536865,-0.14719116687774658,-0.09159089624881744,-0.2541131377220154,-0.03177982012455598,-0.5659460417292972,0.0751891263312031,0.12294348572357072,0.048662914980458556,0.0,0.0,-0.6,0.0,0.0032796859741210938,0.005070924758911133,0
0.3527681827545166,-0.14719116687774658,-0.09159089624881744,-0.2541131377220154,-0.03177982012455598,-0.5645903469313286,0.06691522264736807,0.14520618726049256,0.04598147303302983,0.0,0.0,-0.6,0.0,0.0012450218200683594,0.00247955322265625,0
0.3647422790527344,-0.14545421302318573,-0.09163817763328552,-0.25843527913093567,-0.0270414332226768,-0.562964058845002,0.05547564144475048,0.17089554423652756,0.04232756858162834,0.0,0.0,-0.6,0.0,0.004014730453491211,0.006123542785644531,0
0.37886762619018555,-0.14545421302318573,-0.09163817763328552,-0.25843527913093567,-0.0270414332226768,-0.5616375704032316,0.04806679252131646,0.18793732150748027,0.03976983546564398,0.0,0.0,-0.6,0.0,0.0033860206604003906,0.0064885616302490234,0
0.3955414295196533,-0.14251269400119781,-0.09187514334917068,-0.26674848794937134,-0.018418926501472862,-0.5597594635812584,0.03942854901405324,0.21158086791518993,0.03474598226400377,0.0,0.0,-0.6,0.0,0.002394437789916992,0.0037240982055664062,0
0.4063417911529541,-0.14251269400119781,-0.09187514334917068,-0.26674848794937134,-0.018418926501472862,-0.5582469905744488,0.03400094438666896,0.22720833012770034,0.031229285022856955,0.0,0.0,-0.6,0.0,0.0028533935546875,0.004484653472900391,0
0.42002201080322266,-0.1405697464942932,-0.0919385701417923,-0.2723267674446106,-0.012438802134020604,-0.5565677976583655,0.024732103150065157,0.2389317468914424,0.026525050316256175,0.0,0.0,-0.6,0.0,0.001940011978149414,0.0028214454650878906,0
